,verb,item,sent,bias,male_subject,subject_remention,reasonable_continuation,interesting_case,output
4383,tormented,8,The lady tormented the lord because,45,0,,,,The lady tormented the lord because she was afraid of him.
4384,tracked,8,The lord tracked the lady because,36,1,,,,The lord tracked the lady because she was a woman.
4385,tracked,8,The lady tracked the lord because,36,0,,,,The lady tracked the lord because she was in the middle of a fight with the lord.
4386,trailed,8,The lord trailed the lady because,66,1,,,,The lord trailed the lady because he was afraid of her.
4387,trailed,8,The lady trailed the lord because,66,0,,,,The lady trailed the lord because she was afraid of him.
4388,treasured,8,The lord treasured the lady because,-76,1,,,,"The lord treasured the lady because she was a good wife, and she was a good wife."
4389,treasured,8,The lady treasured the lord because,-76,0,,,,"The lady treasured the lord because she was a woman, and she was a woman who loved her lord."
4390,troubled,8,The lord troubled the lady because,68,1,,,,"The lord troubled the lady because she was a woman, and she was a woman, and she was a woman, and she was a woman, and she was a woman, and she was a woman, and she was a woman, and she was."
4391,troubled,8,The lady troubled the lord because,68,0,,,,The lady troubled the lord because she was afraid of him.
4392,trusted,8,The lord trusted the lady because,-49,1,,,,"The lord trusted the lady because she was a good woman, and she was a good woman."
4393,trusted,8,The lady trusted the lord because,-49,0,,,,"The lady trusted the lord because she was a woman, and she trusted him because she was a woman."
4394,unnerved,8,The lord unnerved the lady because,70,1,,,,The lord unnerved the lady because she was a woman.
4395,unnerved,8,The lady unnerved the lord because,70,0,,,,The lady unnerved the lord because she was so afraid of him.
4396,unsettled,8,The lord unsettled the lady because,62,1,,,,"The lord unsettled the lady because she was a woman, and she was a woman."
4397,unsettled,8,The lady unsettled the lord because,62,0,,,,The lady unsettled the lord because she was afraid of him.
4398,uplifted,8,The lord uplifted the lady because,-1,1,,,,"The lord uplifted the lady because she was a woman, and she was a woman."
4399,uplifted,8,The lady uplifted the lord because,-1,0,,,,"The lady uplifted the lord because she was a woman, and he was a woman."
4400,upset,8,The lord upset the lady because,66,1,,,,The lord upset the lady because she was a woman.
4401,upset,8,The lady upset the lord because,66,0,,,,The lady upset the lord because she was a woman.
4402,valued,8,The lord valued the lady because,-98,1,,,,"The lord valued the lady because she was a good wife, and she was a good wife."
4403,valued,8,The lady valued the lord because,-98,0,,,,"The lady valued the lord because she was a good woman, and she was a good woman."
4404,venerated,8,The lord venerated the lady because,-32,1,,,,The lord venerated the lady because she was the most beautiful woman in the world.
4405,venerated,8,The lady venerated the lord because,-32,0,,,,The lady venerated the lord because she was the one who had given him the power to make the world a better place.
4406,victimized,8,The lord victimized the lady because,15,1,,,,The lord victimized the lady because she was a woman.
4407,victimized,8,The lady victimized the lord because,15,0,,,,The lady victimized the lord because she was a woman.
4408,vilified,8,The lord vilified the lady because,26,1,,,,"The lord vilified the lady because she was a woman, and he was a man."
4409,vilified,8,The lady vilified the lord because,26,0,,,,"The lady vilified the lord because she was a woman, and the lord was a woman."
4410,visited,8,The lord visited the lady because,-45,1,,,,"The lord visited the lady because she was a woman, and he was very fond of her."
4411,visited,8,The lady visited the lord because,-45,0,,,,The lady visited the lord because she was afraid of him.
4412,wanted,8,The lord wanted the lady because,-26,1,,,,"The lord wanted the lady because she was a good girl, and he wanted her because she was a good girl."
4413,wanted,8,The lady wanted the lord because,-26,0,,,,"The lady wanted the lord because she was a woman, and he wanted her because she was a woman."
4414,warned,8,The lord warned the lady because,-17,1,,,,"The lord warned the lady because she was a woman, and she was a woman."
4415,warned,8,The lady warned the lord because,-17,0,,,,"The lady warned the lord because she was a woman, and he was a woman."
4416,welcomed,8,The lord welcomed the lady because,-17,1,,,,The lord welcomed the lady because she was a good woman.
4417,welcomed,8,The lady welcomed the lord because,-17,0,,,,"The lady welcomed the lord because she was a lady, and he was a lady."
4418,worried,8,The lord worried the lady because,76,1,,,,The lord worried the lady because she was a woman.
4419,worried,8,The lady worried the lord because,76,0,,,,The lady worried the lord because she was afraid of him.
4420,worried about,8,The lord worried about the lady because,-71,1,,,,The lord worried about the lady because she was a little too big for her.
4421,worried about,8,The lady worried about the lord because,-71,0,,,,The lady worried about the lord because she was afraid of him.
4422,worshipped,8,The lord worshipped the lady because,-54,1,,,,The lord worshipped the lady because she was the most beautiful woman in the world.
4423,worshipped,8,The lady worshipped the lord because,-54,0,,,,The lady worshipped the lord because she was the lord of the house of the Lord.
4424,wounded,8,The lord wounded the lady because,33,1,,,,"The lord wounded the lady because she was a woman, and he was a man."
4425,wounded,8,The lady wounded the lord because,33,0,,,,The lady wounded the lord because she was afraid of him.
4426,yelled at,8,The lord yelled at the lady because,-57,1,,,,The lord yelled at the lady because she was too busy to see him.
4427,yelled at,8,The lady yelled at the lord because,-57,0,,,,The lady yelled at the lord because he was a man.
4428,abandoned,9,The king abandoned the queen because,33,1,,,,The king abandoned the queen because she was too weak to fight.
4429,abandoned,9,The queen abandoned the king because,33,0,,,,The queen abandoned the king because she was afraid of him.
4430,acclaimed,9,The king acclaimed the queen because,-58,1,,,,"The king acclaimed the queen because she was a woman, and she was a woman."
4431,acclaimed,9,The queen acclaimed the king because,-58,0,,,,The queen acclaimed the king because she was the queen of the world.
4432,accompanied,9,The king accompanied the queen because,-48,1,,,,The king accompanied the queen because he was a man of great wealth and power.
4433,accompanied,9,The queen accompanied the king because,-48,0,,,,The queen accompanied the king because she was afraid of him.
4434,accused,9,The king accused the queen because,2,1,,,,"The king accused the queen because she was a woman, and the queen accused the king because she was a woman."
4435,accused,9,The queen accused the king because,2,0,,,,"The queen accused the king because she was a woman, and he was a man."
4436,admired,9,The king admired the queen because,-92,1,,,,"The king admired the queen because she was a woman, and he was a man."
4437,admired,9,The queen admired the king because,-92,0,,,,"The queen admired the king because she was a woman, and she was a woman who was a woman."
4438,admonished,9,The king admonished the queen because,-32,1,,,,"The king admonished the queen because she was a woman, and she was not a woman."
4439,admonished,9,The queen admonished the king because,-32,0,,,,"The queen admonished the king because he was a man of the people, and he was a man of the people."
4440,adored,9,The king adored the queen because,-74,1,,,,"The king adored the queen because she was a queen, and he loved her because she was a queen."
4441,adored,9,The queen adored the king because,-74,0,,,,"The queen adored the king because she was a queen, and she loved him because she was a queen."
4442,advised,9,The king advised the queen because,-28,1,,,,The king advised the queen because he was a man of great wealth and power.
4443,advised,9,The queen advised the king because,-28,0,,,,The queen advised the king because she was afraid of him.
4444,affected,9,The king affected the queen because,29,1,,,,"The king affected the queen because she was a woman, and he was a man."
4445,affected,9,The queen affected the king because,29,0,,,,"The queen affected the king because she was a woman, and the king was a woman."
4446,aggravated,9,The king aggravated the queen because,59,1,,,,The king aggravated the queen because he was a man of the people.
4447,aggravated,9,The queen aggravated the king because,59,0,,,,"The queen aggravated the king because she was a woman, and he was a man."
4448,agitated,9,The king agitated the queen because,85,1,,,,The king agitated the queen because she was not a queen.
4449,agitated,9,The queen agitated the king because,85,0,,,,The queen agitated the king because she was afraid of him.
4450,alarmed,9,The king alarmed the queen because,58,1,,,,The king alarmed the queen because he was afraid of the king's wrath.
4451,alarmed,9,The queen alarmed the king because,58,0,,,,The queen alarmed the king because she was afraid of him.
4452,alienated,9,The king alienated the queen because,41,1,,,,"The king alienated the queen because he was a man of the people, and he was a man of the people."
4453,alienated,9,The queen alienated the king because,41,0,,,,"The queen alienated the king because she was a woman, and the king was a woman."
4454,amazed,9,The king amazed the queen because,68,1,,,,The king amazed the queen because he had seen her in the mirror.
4455,amazed,9,The queen amazed the king because,68,0,,,,The queen amazed the king because she was so beautiful.
4456,amused,9,The king amused the queen because,67,1,,,,The king amused the queen because he was a man of great wealth and power.
4457,amused,9,The queen amused the king because,67,0,,,,"The queen amused the king because she was a woman, and he was a man."
4458,angered,9,The king angered the queen because,85,1,,,,"The king angered the queen because he was a man of the people, and he was a man of the people."
4459,angered,9,The queen angered the king because,85,0,,,,"The queen angered the king because she was a woman, and he was angry because she was a woman."
4460,annoyed,9,The king annoyed the queen because,79,1,,,,The king annoyed the queen because he was too busy with his business to be bothered by the queen's business.
4461,annoyed,9,The queen annoyed the king because,79,0,,,,The queen annoyed the king because she was too busy with her business to be bothered by the king's business.
4462,answered,9,The king answered the queen because,-64,1,,,,The king answered the queen because he was afraid of her.
4463,answered,9,The queen answered the king because,-64,0,,,,The queen answered the king because she was afraid of him.
4464,apologized to,9,The king apologized to the queen because,93,1,,,,"The king apologized to the queen because he was ""not a good man."
4465,apologized to,9,The queen apologized to the king because,93,0,,,,"The queen apologized to the king because she was ""not a good person."
4466,appalled,9,The king appalled the queen because,78,1,,,,The king appalled the queen because he thought that the king was a man of great wealth and power.
4467,appalled,9,The queen appalled the king because,78,0,,,,"The queen appalled the king because she was a woman, and he was a man."
4468,applauded,9,The king applauded the queen because,-84,1,,,,The king applauded the queen because she was the first to be crowned.
4469,applauded,9,The queen applauded the king because,-84,0,,,,The queen applauded the king because she was the queen of the world.
4470,appreciated,9,The king appreciated the queen because,-87,1,,,,"The king appreciated the queen because she was a good woman, and he was very pleased with her."
4471,appreciated,9,The queen appreciated the king because,-87,0,,,,"The queen appreciated the king because she was a queen, and she was a queen of the world."
4472,approached,9,The king approached the queen because,39,1,,,,The king approached the queen because he was afraid of her.
4473,approached,9,The queen approached the king because,39,0,,,,The queen approached the king because she was afraid of him.
4474,astonished,9,The king astonished the queen because,51,1,,,,"The king astonished the queen because he had seen her in the palace, and she was very much pleased with him."
4475,astonished,9,The queen astonished the king because,51,0,,,,The queen astonished the king because she was so young and beautiful.
4476,astounded,9,The king astounded the queen because,62,1,,,,The king astounded the queen because he had seen the king's face.
4477,astounded,9,The queen astounded the king because,62,0,,,,The queen astounded the king because she had been so much more than a queen.
4478,attracted,9,The king attracted the queen because,87,1,,,,The king attracted the queen because he was a man of great wealth and power.
4479,attracted,9,The queen attracted the king because,87,0,,,,"The queen attracted the king because she was a woman, and he was a man."
4480,avoided,9,The king avoided the queen because,14,1,,,,The king avoided the queen because he was afraid of her.
4481,avoided,9,The queen avoided the king because,14,0,,,,The queen avoided the king because she was afraid of him.
4482,baffled,9,The king baffled the queen because,56,1,,,,The king baffled the queen because he thought she was a witch.
4483,baffled,9,The queen baffled the king because,56,0,,,,The queen baffled the king because she was so young and had no idea what she was doing.
4484,banished,9,The king banished the queen because,-56,1,,,,"The king banished the queen because she was a woman, and the queen was a woman."
4485,banished,9,The queen banished the king because,-56,0,,,,The queen banished the king because she was too weak to fight.
4486,battled,9,The king battled the queen because,47,1,,,,The king battled the queen because he was a man of the people.
4487,battled,9,The queen battled the king because,47,0,,,,"The queen battled the king because she was a woman, and the king was a man."
4488,believed,9,The king believed the queen because,-54,1,,,,"The king believed the queen because she was a woman, and he believed her because she was a man."
4489,believed,9,The queen believed the king because,-54,0,,,,The queen believed the king because she was the queen of the land.
4490,betrayed,9,The king betrayed the queen because,74,1,,,,The king betrayed the queen because he was afraid of her.
4491,betrayed,9,The queen betrayed the king because,74,0,,,,The queen betrayed the king because she was afraid of him.
4492,bewildered,9,The king bewildered the queen because,49,1,,,,The king bewildered the queen because he had not seen her before.
4493,bewildered,9,The queen bewildered the king because,49,0,,,,The queen bewildered the king because she was so young and had no idea what to do with her.
4494,blamed,9,The king blamed the queen because,-30,1,,,,The king blamed the queen because she was too weak to fight.
4495,blamed,9,The queen blamed the king because,-30,0,,,,The queen blamed the king because she was too busy with her business to be able to attend the wedding.
4496,blessed,9,The king blessed the queen because,-21,1,,,,"The king blessed the queen because she was a woman, and she was a woman."
4497,blessed,9,The queen blessed the king because,-21,0,,,,The queen blessed the king because she was the queen of the world.
4498,bored,9,The king bored the queen because,73,1,,,,The king bored the queen because she was too weak to fight.
4499,bored,9,The queen bored the king because,73,0,,,,The queen bored the king because she was too busy to do anything.
4500,bothered,9,The king bothered the queen because,59,1,,,,"The king bothered the queen because she was a woman, and he was a man."
4501,bothered,9,The queen bothered the king because,59,0,,,,The queen bothered the king because she was afraid of him.
4502,called,9,The king called the queen because,82,1,,,,"The king called the queen because she was a woman, and she was a woman."
4503,called,9,The queen called the king because,82,0,,,,The queen called the king because she was afraid of him.
4504,calmed,9,The king calmed the queen because,-53,1,,,,The king calmed the queen because she was afraid of him.
4505,calmed,9,The queen calmed the king because,-53,0,,,,The queen calmed the king because she was afraid of him.
4506,calmed down,9,The king calmed down the queen because,-79,1,,,,The king calmed down the queen because she was too weak to fight.
4507,calmed down,9,The queen calmed down the king because,-79,0,,,,The queen calmed down the king because she was afraid of him.
4508,captivated,9,The king captivated the queen because,78,1,,,,The king captivated the queen because he was a man of great wealth and power.
4509,captivated,9,The queen captivated the king because,78,0,,,,"The queen captivated the king because she was a queen, and she was a queen of the world."
4510,carried,9,The king carried the queen because,-92,1,,,,The king carried the queen because she was the only one who could help him.
4511,carried,9,The queen carried the king because,-92,0,,,,The queen carried the king because she was the queen of the land.
4512,castigated,9,The king castigated the queen because,-45,1,,,,"The king castigated the queen because she was a ""fraud"" and ""a fraud"" and ""a fraud"" because she was a ""fraud"" and ""a fraud"" because she was a ""fraud"" and ""a fraud""."
4513,castigated,9,The queen castigated the king because,-45,0,,,,The queen castigated the king because he had not been able to get the royal family to agree to a treaty.
4514,caught,9,The king caught the queen because,-44,1,,,,"The king caught the queen because she was a woman, and he was a man."
4515,caught,9,The queen caught the king because,-44,0,,,,The queen caught the king because she was a queen.
4516,cautioned,9,The king cautioned the queen because,-36,1,,,,The king cautioned the queen because of the danger of the king's being killed.
4517,cautioned,9,The queen cautioned the king because,-36,0,,,,The queen cautioned the king because of the danger of the king's being killed.
4518,celebrated,9,The king celebrated the queen because,-72,1,,,,The king celebrated the queen because she was the queen of the kingdom of the Jews.
4519,celebrated,9,The queen celebrated the king because,-72,0,,,,The queen celebrated the king because she was the queen of the world.
4520,censured,9,The king censured the queen because,-58,1,,,,"The king censured the queen because she was a woman, and the queen was punished because she was a woman."
4521,censured,9,The queen censured the king because,-58,0,,,,The queen censured the king because he had not been able to keep his promise to her.
4522,charmed,9,The king charmed the queen because,81,1,,,,"The king charmed the queen because she was a woman of great beauty and beauty, and she was the most beautiful woman in the world."
4523,charmed,9,The queen charmed the king because,81,0,,,,"The queen charmed the king because she was a queen, and he was a king."
4524,chased,9,The king chased the queen because,-33,1,,,,"The king chased the queen because she was a woman, and he was a man."
4525,chased,9,The queen chased the king because,-33,0,,,,The queen chased the king because she was afraid of him.
4526,cheated,9,The king cheated the queen because,63,1,,,,The king cheated the queen because he wanted to be the king of the world.
4527,cheated,9,The queen cheated the king because,63,0,,,,The queen cheated the king because she was too busy with her business to be bothered with the king's affairs.
4528,cheered,9,The king cheered the queen because,-48,1,,,,The king cheered the queen because she was the queen of the world.
4529,cheered,9,The queen cheered the king because,-48,0,,,,The queen cheered the king because she was so proud of him.
4530,cherished,9,The king cherished the queen because,-53,1,,,,The king cherished the queen because she was the most beautiful woman in the world.
4531,cherished,9,The queen cherished the king because,-53,0,,,,The queen cherished the king because she was the queen of the world.
4532,chilled,9,The king chilled the queen because,31,1,,,,The king chilled the queen because she was too young to be a queen.
4533,chilled,9,The queen chilled the king because,31,0,,,,The queen chilled the king because she was afraid of him.
4534,comforted,9,The king comforted the queen because,-77,1,,,,The king comforted the queen because he was afraid of the king's wrath.
4535,comforted,9,The queen comforted the king because,-77,0,,,,The queen comforted the king because she was afraid of him.
4536,commended,9,The king commended the queen because,-82,1,,,,"The king commended the queen because she was a good woman, and she was a good woman."
4537,commended,9,The queen commended the king because,-82,0,,,,The queen commended the king because he was a man of good character and good manners.
4538,compensated,9,The king compensated the queen because,16,1,,,,The king compensated the queen because he was a man of great wealth and power.
4539,compensated,9,The queen compensated the king because,16,0,,,,"The queen compensated the king because she was a woman, and the king was a woman."
4540,complemented,9,The king complemented the queen because,-56,1,,,,The king complemented the queen because he was a man of great wealth and power.
4541,complemented,9,The queen complemented the king because,-56,0,,,,The queen complemented the king because she was a queen of the world.
4542,complimented,9,The king complimented the queen because,-47,1,,,,The king complimented the queen because she was a good girl.
4543,complimented,9,The queen complimented the king because,-47,0,,,,"The queen complimented the king because she was a queen, and he was a king."
4544,concerned,9,The king concerned the queen because,81,1,,,,"The king concerned the queen because she was a woman, and he was not a man."
4545,concerned,9,The queen concerned the king because,81,0,,,,The queen concerned the king because she was afraid of him.
4546,condemned,9,The king condemned the queen because,-63,1,,,,"The king condemned the queen because she was a woman, and the queen was condemned because she was a woman."
4547,condemned,9,The queen condemned the king because,-63,0,,,,"The queen condemned the king because he was a ""foolish and a fool."
4548,confessed to,9,The king confessed to the queen because,74,1,,,,The king confessed to the queen because he had been in love with her.
4549,confessed to,9,The queen confessed to the king because,74,0,,,,The queen confessed to the king because she was afraid of him.
4550,confided in,9,The king confided in the queen because,5,1,,,,The king confided in the queen because he was afraid of her.
4551,confided in,9,The queen confided in the king because,5,0,,,,The queen confided in the king because she was afraid of him.
4552,confounded,9,The king confounded the queen because,36,1,,,,The king confounded the queen because he was afraid of her.
4553,confounded,9,The queen confounded the king because,36,0,,,,The queen confounded the king because she was afraid of him.
4554,confused,9,The king confused the queen because,60,1,,,,"The king confused the queen because she was a woman, and the queen was a woman."
4555,confused,9,The queen confused the king because,60,0,,,,The queen confused the king because she was afraid of him.
4556,congratulated,9,The king congratulated the queen because,-94,1,,,,The king congratulated the queen because he had been so kind to her.
4557,congratulated,9,The queen congratulated the king because,-94,0,,,,The queen congratulated the king because she had been so kind to him.
4558,consulted,9,The king consulted the queen because,13,1,,,,The king consulted the queen because he was afraid of the king's wrath.
4559,consulted,9,The queen consulted the king because,13,0,,,,The queen consulted the king because she was afraid of him.
4560,corrected,9,The king corrected the queen because,-74,1,,,,The king corrected the queen because she was too young to be a princess.
4561,corrected,9,The queen corrected the king because,-74,0,,,,The queen corrected the king because she was afraid of him.
4562,corrupted,9,The king corrupted the queen because,38,1,,,,The king corrupted the queen because he was a man of the people.
4563,corrupted,9,The queen corrupted the king because,38,0,,,,The queen corrupted the king because she was a woman.
4564,counseled,9,The king counseled the queen because,-67,1,,,,"The king counseled the queen because she was a woman, and she was a woman, and she was a woman, and she was a woman, and she was a woman, and she was a woman, and she was a woman, and she."
4565,counseled,9,The queen counseled the king because,-67,0,,,,The queen counseled the king because she was afraid of him.
4566,courted,9,The king courted the queen because,33,1,,,,The king courted the queen because he was a man of great wealth and power.
4567,courted,9,The queen courted the king because,33,0,,,,The queen courted the king because she was a woman of great wealth and power.
4568,criticized,9,The king criticized the queen because,-45,1,,,,"The king criticized the queen because she was a ""fraud"" and ""a fraud"" and said she was ""a fraud"" and ""a fraud"" because she was ""a fraud"" and ""a fraud."
4569,criticized,9,The queen criticized the king because,-45,0,,,,"The queen criticized the king because of his ""unfair"" treatment of women."
4570,dated,9,The king dated the queen because,15,1,,,,The king dated the queen because he was a man of great wealth and power.
4571,dated,9,The queen dated the king because,15,0,,,,"The queen dated the king because she was a woman, and the king was a woman."
4572,debated with,9,The king debated with the queen because,27,1,,,,The king debated with the queen because he was afraid of the king's wrath.
4573,debated with,9,The queen debated with the king because,27,0,,,,The queen debated with the king because she was afraid of him.
4574,deceived,9,The king deceived the queen because,63,1,,,,The king deceived the queen because he was afraid of her.
4575,deceived,9,The queen deceived the king because,63,0,,,,The queen deceived the king because she was afraid of him.
4576,decried,9,The king decried the queen because,-11,1,,,,"The king decried the queen because she was a ""foolish, stupid, and a fool."
4577,decried,9,The queen decried the king because,-11,0,,,,"The queen decried the king because he was a ""foolish, a fool, a fool of the people."
4578,defied,9,The king defied the queen because,27,1,,,,The king defied the queen because he was afraid of her.
4579,defied,9,The queen defied the king because,27,0,,,,The queen defied the king because she was afraid of him.
4580,delighted,9,The king delighted the queen because,85,1,,,,The king delighted the queen because he had been so much in love with her.
4581,delighted,9,The queen delighted the king because,85,0,,,,The queen delighted the king because she was a queen of the world.
4582,denounced,9,The king denounced the queen because,-36,1,,,,"The king denounced the queen because she was a woman, and he said she was a woman."
4583,denounced,9,The queen denounced the king because,-36,0,,,,"The queen denounced the king because he was a ""fraud"" and ""a traitor to the people."
4584,deplored,9,The king deplored the queen because,-34,1,,,,"The king deplored the queen because she was a woman, and he was not pleased with her."
4585,deplored,9,The queen deplored the king because,-34,0,,,,"The queen deplored the king because he was a man of the people, and he was a man of the people."
4586,deprecated,9,The king deprecated the queen because,-12,1,,,,The king deprecated the queen because she was too weak to fight.
4587,deprecated,9,The queen deprecated the king because,-12,0,,,,The queen deprecated the king because she was too weak to fight.
4588,derided,9,The king derided the queen because,-24,1,,,,"The king derided the queen because she was a woman, and the queen was a woman."
4589,derided,9,The queen derided the king because,-24,0,,,,"The queen derided the king because he was a ""foolish, stupid, and a fool."
4590,deserted,9,The king deserted the queen because,36,1,,,,The king deserted the queen because he was afraid of her.
4591,deserted,9,The queen deserted the king because,36,0,,,,The queen deserted the king because she was afraid of him.
4592,despised,9,The king despised the queen because,-87,1,,,,"The king despised the queen because she was a woman, and he hated her because she was a woman."
4593,despised,9,The queen despised the king because,-87,0,,,,"The queen despised the king because she was a woman, and she hated him because he was a woman."
4594,detested,9,The king detested the queen because,-78,1,,,,"The king detested the queen because she was a woman, and he was not pleased with her."
4595,detested,9,The queen detested the king because,-78,0,,,,"The queen detested the king because she was a woman, and she was not a woman."
4596,disappointed,9,The king disappointed the queen because,73,1,,,,The king disappointed the queen because he thought she was a fool.
4597,disappointed,9,The queen disappointed the king because,73,0,,,,The queen disappointed the king because she was too busy with her business to be able to see the king's face.
4598,discouraged,9,The king discouraged the queen because,36,1,,,,The king discouraged the queen because she was too young to be a queen.
4599,discouraged,9,The queen discouraged the king because,36,0,,,,The queen discouraged the king because she was afraid of him.
4600,disgruntled,9,The king disgruntled the queen because,58,1,,,,The king disgruntled the queen because he was too busy with his business to see the king's daughter.
4601,disgruntled,9,The queen disgruntled the king because,58,0,,,,The queen disgruntled the king because she was too busy with her business to see the king's daughter.
4602,disliked,9,The king disliked the queen because,-87,1,,,,"The king disliked the queen because she was a woman, and he was afraid that she would be a woman."
4603,disliked,9,The queen disliked the king because,-87,0,,,,"The queen disliked the king because she was a woman, and she was not a woman."
4604,disobeyed,9,The king disobeyed the queen because,55,1,,,,The king disobeyed the queen because he was afraid of her.
4605,disobeyed,9,The queen disobeyed the king because,55,0,,,,The queen disobeyed the king because she was afraid of him.
4606,disparaged,9,The king disparaged the queen because,12,1,,,,"The king disparaged the queen because of her ""unwillingness to be a queen."
4607,disparaged,9,The queen disparaged the king because,12,0,,,,"The queen disparaged the king because of his ""unwillingness to be a king."
4608,distracted,9,The king distracted the queen because,53,1,,,,The king distracted the queen because he was afraid of the king's wrath.
4609,distracted,9,The queen distracted the king because,53,0,,,,The queen distracted the king because she was afraid of him.
4610,distressed,9,The king distressed the queen because,60,1,,,,"The king distressed the queen because she was not a queen, and she was not a queen."
4611,distressed,9,The queen distressed the king because,60,0,,,,The queen distressed the king because she was afraid of him.
4612,distrusted,9,The king distrusted the queen because,-75,1,,,,"The king distrusted the queen because she was a woman, and he was afraid of her."
4613,distrusted,9,The queen distrusted the king because,-75,0,,,,"The queen distrusted the king because she was a woman, and she was not a woman."
4614,divorced,9,The king divorced the queen because,-21,1,,,,The king divorced the queen because he was too busy with his business.
4615,divorced,9,The queen divorced the king because,-21,0,,,,The queen divorced the king because she was too busy with her business to see the king's daughter.
4616,dominated,9,The king dominated the queen because,3,1,,,,The king dominated the queen because he was the king of the land.
4617,dominated,9,The queen dominated the king because,3,0,,,,The queen dominated the king because she was the queen of the world.
4618,dreaded,9,The king dreaded the queen because,-73,1,,,,"The king dreaded the queen because she was a woman, and he feared that she would be a woman."
4619,dreaded,9,The queen dreaded the king because,-73,0,,,,The queen dreaded the king because she was a queen.
4620,dreamed about,9,The king dreamed about the queen because,30,1,,,,The king dreamed about the queen because he was a man of great wealth and power.
4621,dreamed about,9,The queen dreamed about the king because,30,0,,,,The queen dreamed about the king because she was a queen.
4622,echoed,9,The king echoed the queen because,72,1,,,,The king echoed the queen because he was afraid of her.
4623,echoed,9,The queen echoed the king because,72,0,,,,The queen echoed the king because she was the queen of the world.
4624,embraced,9,The king embraced the queen because,29,1,,,,The king embraced the queen because he was the only one who could help her.
4625,embraced,9,The queen embraced the king because,29,0,,,,The queen embraced the king because she was the queen of the world.
4626,employed,9,The king employed the queen because,-76,1,,,,"The king employed the queen because she was a woman, and he was a man."
4627,employed,9,The queen employed the king because,-76,0,,,,"The queen employed the king because she was a woman, and the king was a woman."
4628,encouraged,9,The king encouraged the queen because,-12,1,,,,"The king encouraged the queen because she was a woman, and he was a man."
4629,encouraged,9,The queen encouraged the king because,-12,0,,,,"The queen encouraged the king because she was a woman, and he was a man."
4630,enlightened,9,The king enlightened the queen because,0,1,,,,The king enlightened the queen because he was a man of the people.
4631,enlightened,9,The queen enlightened the king because,0,0,,,,"The queen enlightened the king because she was a woman, and he was a man."
4632,enraged,9,The king enraged the queen because,70,1,,,,"The king enraged the queen because he was a man of the people, and he was a man of the people."
4633,enraged,9,The queen enraged the king because,70,0,,,,"The queen enraged the king because she was a woman, and he was angry because she was a woman."
4634,enticed,9,The king enticed the queen because,70,1,,,,The king enticed the queen because he was a man of great wealth and power.
4635,enticed,9,The queen enticed the king because,70,0,,,,The queen enticed the king because she was the queen of the land.
4636,escorted,9,The king escorted the queen because,-36,1,,,,"The king escorted the queen because she was a woman, and he was not a man."
4637,escorted,9,The queen escorted the king because,-36,0,,,,The queen escorted the king because she was afraid of him.
4638,esteemed,9,The king esteemed the queen because,-53,1,,,,"The king esteemed the queen because she was a woman, and she was a woman of great beauty."
4639,esteemed,9,The queen esteemed the king because,-53,0,,,,"The queen esteemed the king because of his beauty, and he was the most beautiful of all the kings of the world."
4640,exalted,9,The king exalted the queen because,-17,1,,,,The king exalted the queen because she was the most beautiful woman in the world.
4641,exalted,9,The queen exalted the king because,-17,0,,,,The queen exalted the king because she was the queen of the world.
4642,exasperated,9,The king exasperated the queen because,74,1,,,,The king exasperated the queen because he was not sure how to deal with the situation.
4643,exasperated,9,The queen exasperated the king because,74,0,,,,The queen exasperated the king because she was too busy with her own affairs to be able to see the king's face.
4644,excited,9,The king excited the queen because,72,1,,,,The king excited the queen because he was the king of the world.
4645,excited,9,The queen excited the king because,72,0,,,,The queen excited the king because she was so excited.
4646,excused,9,The king excused the queen because,-50,1,,,,The king excused the queen because she was too young to be a queen.
4647,excused,9,The queen excused the king because,-50,0,,,,The queen excused the king because she was afraid of him.
4648,exhausted,9,The king exhausted the queen because,65,1,,,,The king exhausted the queen because she was too weak to fight.
4649,exhausted,9,The queen exhausted the king because,65,0,,,,The queen exhausted the king because she was too weak to fight.
4650,fascinated,9,The king fascinated the queen because,85,1,,,,The king fascinated the queen because he was a man of great wealth and power.
4651,fascinated,9,The queen fascinated the king because,85,0,,,,"The queen fascinated the king because she was a woman, and he was a man."
4652,favoured,9,The king favoured the queen because,-89,1,,,,"The king favoured the queen because she was a woman, and he was a man."
4653,favoured,9,The queen favoured the king because,-89,0,,,,"The queen favoured the king because she was the queen of the land, and she was the queen of the land."
4654,feared,9,The king feared the queen because,-85,1,,,,"The king feared the queen because she was a woman, and he feared the queen because she was a woman."
4655,feared,9,The queen feared the king because,-85,0,,,,"The queen feared the king because she was a woman, and she was afraid of him because she was a woman."
4656,fed,9,The king fed the queen because,-85,1,,,,The king fed the queen because he was afraid of her.
4657,fed,9,The queen fed the king because,-85,0,,,,The queen fed the king because she was afraid of him.
4658,filmed,9,The king filmed the queen because,-3,1,,,,The king filmed the queen because he wanted to see her in a different way.
4659,filmed,9,The queen filmed the king because,-3,0,,,,The queen filmed the king because she was afraid of him.
4660,flattered,9,The king flattered the queen because,42,1,,,,The king flattered the queen because he had been so impressed with her.
4661,flattered,9,The queen flattered the king because,42,0,,,,"The queen flattered the king because she was a woman, and he was a man."
4662,floored,9,The king floored the queen because,13,1,,,,The king floored the queen because he was so much more than a king.
4663,floored,9,The queen floored the king because,13,0,,,,The queen floored the king because she was so beautiful.
