verb;item;sent;bias;subject_gender;output
plagued;5;The actress plagued the actor because;58;0;"The actress plagued the actor because of his ""unprofessional"" behavior."
played;5;The actor played the actress because;43;1;The actor played the actress because she was the only one who could speak English.
played;5;The actress played the actor because;43;0;The actress played the actor because she was a fan of the show and was a fan of the show's characters.
played with;5;The actor played with the actress because;-13;1;The actor played with the actress because he was a fan of the show and he was a fan of the show's characters.
played with;5;The actress played with the actor because;-13;0;The actress played with the actor because she was a fan of the show and she was a fan of the show.
pleased;5;The actor pleased the actress because;83;1;"The actor pleased the actress because he was ""very, very happy"" to be in the role."
pleased;5;The actress pleased the actor because;83;0;"The actress pleased the actor because she was ""very, very happy"" to be in the role."
praised;5;The actor praised the actress because;-87;1;"The actor praised the actress because she is ""a very good actress."
praised;5;The actress praised the actor because;-87;0;"The actress praised the actor because of his ""very strong and very funny voice."
prized;5;The actor prized the actress because;-74;1;"The actor prized the actress because of her ""loyalty"" to the film industry."
prized;5;The actress prized the actor because;-74;0;"The actress prized the actor because of his ""loyalty"" to her family and his ""loyalty to the country."
prosecuted;5;The actor prosecuted the actress because;-44;1;"The actor prosecuted the actress because he was a ""bad actor"" and ""a bad actor"" in the movie."
prosecuted;5;The actress prosecuted the actor because;-44;0;"The actress prosecuted the actor because she was a ""sexual predator"" and because she was ""a victim of sexual assault."
protected;5;The actor protected the actress because;-47;1;"The actor protected the actress because she was a ""good girl"" and ""a good girl"" who was ""a good girl."
protected;5;The actress protected the actor because;-47;0;"The actress protected the actor because she was a ""good friend"" of his."
provoked;5;The actor provoked the actress because;70;1;"The actor provoked the actress because he was ""too busy"" to watch the film."
provoked;5;The actress provoked the actor because;70;0;The actress provoked the actor because she was a fan of the show and wanted to see more of it.
punished;5;The actor punished the actress because;-76;1;"The actor punished the actress because she was ""too big for her age"" and ""too big for her body."
punished;5;The actress punished the actor because;-76;0;"The actress punished the actor because he was a ""bad actor"" and ""a bad actor"" in the movie."
pursued;5;The actor pursued the actress because;31;1;"The actor pursued the actress because she was a ""very good actress"" and he wanted to be a ""good friend"" of hers."
pursued;5;The actress pursued the actor because;31;0;The actress pursued the actor because she was interested in his character, and he was interested in her.
questioned;5;The actor questioned the actress because;26;1;"The actor questioned the actress because of her ""unprofessional"" behavior."
questioned;5;The actress questioned the actor because;26;0;"The actress questioned the actor because he was ""too big for the role."
reassured;5;The actor reassured the actress because;-62;1;"The actor reassured the actress because he was ""very happy"" with the way she was doing it."
reassured;5;The actress reassured the actor because;-62;0;"The actress reassured the actor because she was ""not going to be a part of it."
rebuked;5;The actor rebuked the actress because;-18;1;"The actor rebuked the actress because she was ""too big for her age"" and ""too big for her body."
rebuked;5;The actress rebuked the actor because;-18;0;"The actress rebuked the actor because he was ""a little bit of a dick"" and ""a little bit of a dick."
relaxed;5;The actor relaxed the actress because;19;1;"The actor relaxed the actress because she was ""too busy"" to do the role."
relaxed;5;The actress relaxed the actor because;19;0;"The actress relaxed the actor because he was ""not a big fan of the show."
relished;5;The actor relished the actress because;-47;1;"The actor relished the actress because she was a ""good girl"" and ""a good girl"" who was ""a good girl."
relished;5;The actress relished the actor because;-47;0;The actress relished the actor because he was a good guy.
repaid;5;The actor repaid the actress because;63;1;"The actor repaid the actress because he was ""very proud of her."
repaid;5;The actress repaid the actor because;63;0;"The actress repaid the actor because he was a ""good guy"" and ""a good friend."
repelled;5;The actor repelled the actress because;67;1;"The actor repelled the actress because she was ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her""."
repelled;5;The actress repelled the actor because;67;0;"The actress repelled the actor because she was ""too big for her age"" and ""too big for her body."
reprimanded;5;The actor reprimanded the actress because;-50;1;"The actor reprimanded the actress because she was ""too much of a bitch"" and ""too much of a bitch"" to be a ""real woman."
reprimanded;5;The actress reprimanded the actor because;-50;0;"The actress reprimanded the actor because he was ""too big for the role"" and ""too big for the role of a woman."
repulsed;5;The actor repulsed the actress because;76;1;"The actor repulsed the actress because she was ""too big for her"" and ""too big for her body."
repulsed;5;The actress repulsed the actor because;76;0;"The actress repulsed the actor because he was ""too big for her"" and ""too big for her."
resented;5;The actor resented the actress because;-76;1;"The actor resented the actress because she was ""too big for her age"" and ""too big for her body."
resented;5;The actress resented the actor because;-76;0;"The actress resented the actor because he was ""too big for her"" and ""too big for her."
respected;5;The actor respected the actress because;-91;1;The actor respected the actress because of her role in the film, and she was a huge fan of her.
respected;5;The actress respected the actor because;-91;0;The actress respected the actor because of his work in the film, and he was a big fan of his work.
revered;5;The actor revered the actress because;-57;1;The actor revered the actress because of her role in the film, which was directed by the late Robert De Niro.
revered;5;The actress revered the actor because;-57;0;The actress revered the actor because of his role in the film, which was based on the novel by the same name.
revitalized;5;The actor revitalized the actress because;3;1;The actor revitalized the actress because of her role in the film, and she's been a huge part of the film's success.
revitalized;5;The actress revitalized the actor because;3;0;The actress revitalized the actor because of his role in the film, which was directed by Michael Cera.
revolted;5;The actor revolted the actress because;66;1;The actor revolted the actress because she was a woman.
revolted;5;The actress revolted the actor because;66;0;"The actress revolted the actor because he was a ""fucking whore"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore""."
rewarded;5;The actor rewarded the actress because;-85;1;"The actor rewarded the actress because she was ""a good actress."
rewarded;5;The actress rewarded the actor because;-85;0;"The actress rewarded the actor because he was a ""good guy"" and ""a good friend."
ridiculed;5;The actor ridiculed the actress because;-58;1;"The actor ridiculed the actress because she was ""too big for her age"" and ""too big for her body."
ridiculed;5;The actress ridiculed the actor because;-58;0;"The actress ridiculed the actor because he was ""too big for the role"" and said he was ""too big for the role of a woman."
rushed to;5;The actor rushed to the actress because;-32;1;"The actor rushed to the actress because he was ""too busy"" to do the job."
rushed to;5;The actress rushed to the actor because;-32;0;The actress rushed to the actor because she was worried about her safety.
saluted;5;The actor saluted the actress because;-48;1;"The actor saluted the actress because she was ""a very good actress."
saluted;5;The actress saluted the actor because;-48;0;"The actress saluted the actor because he was ""a good guy."
scared;5;The actor scared the actress because;74;1;The actor scared the actress because she was so scared.
scared;5;The actress scared the actor because;74;0;The actress scared the actor because he was a big fan of the show.
scolded;5;The actor scolded the actress because;-69;1;"The actor scolded the actress because she was ""too big for her age"" and ""too big for her body."
scolded;5;The actress scolded the actor because;-69;0;"The actress scolded the actor because he was ""too big for the role"" and ""too big for the role."
scorned;5;The actor scorned the actress because;-49;1;"The actor scorned the actress because of her ""unprofessional"" behavior."
scorned;5;The actress scorned the actor because;-49;0;"The actress scorned the actor because of his ""unprofessional"" behavior."
shadowed;5;The actor shadowed the actress because;58;1;The actor shadowed the actress because of her role in the film.
shadowed;5;The actress shadowed the actor because;58;0;The actress shadowed the actor because of his role in the film.
shocked;5;The actor shocked the actress because;56;1;The actor shocked the actress because he was so upset about the way he was treated by the police.
shocked;5;The actress shocked the actor because;56;0;The actress shocked the actor because he was so young and he was so young.
shook;5;The actor shook the actress because;-47;1;"The actor shook the actress because she was ""too big for her age"" and ""too big for her body."
shook;5;The actress shook the actor because;-47;0;"The actress shook the actor because he was ""too big for her"" and ""too big for her."
snubbed;5;The actor snubbed the actress because;20;1;"The actor snubbed the actress because of her ""unprofessional"" behavior."
snubbed;5;The actress snubbed the actor because;20;0;"The actress snubbed the actor because of his ""unprofessional"" behavior."
staggered;5;The actor staggered the actress because;64;1;The actor staggered the actress because he was so nervous.
staggered;5;The actress staggered the actor because;64;0;The actress staggered the actor because she was so nervous.
startled;5;The actor startled the actress because;35;1;The actor startled the actress because he was wearing a black suit and a black tie.
startled;5;The actress startled the actor because;35;0;The actress startled the actor because he was wearing a black suit and a black tie.
stimulated;5;The actor stimulated the actress because;30;1;The actor stimulated the actress because he was a fan of the show and he wanted to see her in a different light.
stimulated;5;The actress stimulated the actor because;30;0;The actress stimulated the actor because he was a bit of a dick.
struck;5;The actor struck the actress because;-8;1;"The actor struck the actress because she was ""too big for her age"" and ""too big for her body."
struck;5;The actress struck the actor because;-8;0;"The actress struck the actor because of his ""unusual"" appearance, which he said was ""a little bit of a shock."
sued;5;The actor sued the actress because;-77;1;"The actor sued the actress because he was ""too busy"" to attend the ceremony."
sued;5;The actress sued the actor because;-77;0;"The actress sued the actor because he was ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and."
supported;5;The actor supported the actress because;-29;1;"The actor supported the actress because he was ""a good friend of mine"" and ""a good friend of mine."
supported;5;The actress supported the actor because;-29;0;"The actress supported the actor because she was ""a very good friend of mine"" and ""a very good friend of mine."
surprised;5;The actor surprised the actress because;10;1;The actor surprised the actress because he was so excited about the role.
surprised;5;The actress surprised the actor because;10;0;"The actress surprised the actor because he was a ""very nice guy"" and ""very nice to work with."
tailed;5;The actor tailed the actress because;58;1;"The actor tailed the actress because of her ""unusual"" appearance, which she said was ""a little bit of a shock."
tailed;5;The actress tailed the actor because;58;0;"The actress tailed the actor because of his ""unusual"" appearance, which he said was ""a little bit of a shock."
telephoned;5;The actor telephoned the actress because;82;1;"The actor telephoned the actress because he was ""very upset"" about the incident."
telephoned;5;The actress telephoned the actor because;82;0;The actress telephoned the actor because she was worried about her safety.
thanked;5;The actor thanked the actress because;-92;1;"The actor thanked the actress because she was ""a great friend"" and ""a great friend of mine."
thanked;5;The actress thanked the actor because;-92;0;"The actress thanked the actor because he was ""a great friend and a great friend of mine."
tolerated;5;The actor tolerated the actress because;4;1;"The actor tolerated the actress because she was a ""good girl"" and ""a good girl,"" but he also said he was ""very proud of her."
tolerated;5;The actress tolerated the actor because;4;0;"The actress tolerated the actor because he was a ""good guy"" and ""a good friend."
took away;5;The actor took away the actress because;-50;1;"The actor took away the actress because she was a ""badass"" and ""a badass"" in the movie."
took away;5;The actress took away the actor because;-50;0;"The actress took away the actor because he was a ""bad actor"" and ""a bad actor"" in the movie."
tormented;5;The actor tormented the actress because;45;1;The actor tormented the actress because of her role in the film, which was based on a real-life incident.
tormented;5;The actress tormented the actor because;45;0;"The actress tormented the actor because of his ""unprofessional"" behavior."
tracked;5;The actor tracked the actress because;36;1;"The actor tracked the actress because she was a ""very good actress"" and ""very smart."
tracked;5;The actress tracked the actor because;36;0;"The actress tracked the actor because he was a ""very good actor"" and ""very good at what he did."
trailed;5;The actor trailed the actress because;66;1;"The actor trailed the actress because of her ""unusual"" appearance."
trailed;5;The actress trailed the actor because;66;0;"The actress trailed the actor because of his ""unusual"" appearance, but he was able to get the actor to take a moment to thank him for his time."
treasured;5;The actor treasured the actress because;-76;1;The actor treasured the actress because of her role in the film, and she was a huge fan of her.
treasured;5;The actress treasured the actor because;-76;0;The actress treasured the actor because of his role in the film, and he was a huge fan of his work.
troubled;5;The actor troubled the actress because;68;1;The actor troubled the actress because of her role in the film, which was based on a real-life incident.
troubled;5;The actress troubled the actor because;68;0;The actress troubled the actor because of his role in the film, which was based on a real-life incident.
trusted;5;The actor trusted the actress because;-49;1;The actor trusted the actress because he was a fan of her work and she was a fan of his.
trusted;5;The actress trusted the actor because;-49;0;The actress trusted the actor because he was a good friend of hers.
unnerved;5;The actor unnerved the actress because;70;1;The actor unnerved the actress because he was so close to her.
unnerved;5;The actress unnerved the actor because;70;0;The actress unnerved the actor because he was so much more than a character.
unsettled;5;The actor unsettled the actress because;62;1;The actor unsettled the actress because of her role in the film, which was based on a real-life incident.
unsettled;5;The actress unsettled the actor because;62;0;The actress unsettled the actor because of his role in the film, which was based on a real-life incident in which a man was shot and killed by a police officer.
uplifted;5;The actor uplifted the actress because;-1;1;The actor uplifted the actress because of her role in the film, which was directed by the same director.
uplifted;5;The actress uplifted the actor because;-1;0;The actress uplifted the actor because of his character's love of the outdoors.
upset;5;The actor upset the actress because;66;1;"The actor upset the actress because he was ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and."
upset;5;The actress upset the actor because;66;0;"The actress upset the actor because he was a ""bad guy"" and ""a bad guy"" in the movie."
valued;5;The actor valued the actress because;-98;1;"The actor valued the actress because of her ""loyalty"" to the film industry."
valued;5;The actress valued the actor because;-98;0;"The actress valued the actor because of his ""loyalty"" to the family and his ""commitment to the family."
venerated;5;The actor venerated the actress because;-32;1;The actor venerated the actress because of her role in the film, which was directed by the late Robert De Niro.
venerated;5;The actress venerated the actor because;-32;0;The actress venerated the actor because of his role in the film, which was directed by the late Robert De Niro.
victimized;5;The actor victimized the actress because;15;1;"The actor victimized the actress because he was a ""bad guy"" and ""a bad guy who was a bad guy,"" according to the complaint."
victimized;5;The actress victimized the actor because;15;0;"The actress victimized the actor because she was a ""femme fatale"" and ""a slut"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore."
vilified;5;The actor vilified the actress because;26;1;The actor vilified the actress because of her role in the film, which was based on a real-life incident in which a man was shot and killed by a police officer.
vilified;5;The actress vilified the actor because;26;0;The actress vilified the actor because of his role in the film, which was based on a real-life incident in which a man was shot and killed by a police officer.
visited;5;The actor visited the actress because;-45;1;"The actor visited the actress because he was ""very excited"" to be in the role."
visited;5;The actress visited the actor because;-45;0;"The actress visited the actor because she was ""very excited"" to be in the role."
wanted;5;The actor wanted the actress because;-26;1;"The actor wanted the actress because she was a ""real"" woman, and he wanted her to be a ""real"" woman."
wanted;5;The actress wanted the actor because;-26;0;The actress wanted the actor because he was a good actor, and he was a good actor.
warned;5;The actor warned the actress because;-17;1;"The actor warned the actress because of her ""unusual"" appearance."
warned;5;The actress warned the actor because;-17;0;"The actress warned the actor because of his ""unusual"" appearance."
welcomed;5;The actor welcomed the actress because;-17;1;"The actor welcomed the actress because she is a ""very good actress"" and ""she's a very good actress."
welcomed;5;The actress welcomed the actor because;-17;0;"The actress welcomed the actor because he is a ""great actor"" and ""a great friend."
worried;5;The actor worried the actress because;76;1;"The actor worried the actress because she was ""too big for her age"" and ""too big for her body."
worried;5;The actress worried the actor because;76;0;"The actress worried the actor because he was ""too big for his age"" and ""too big for his weight."
worried about;5;The actor worried about the actress because;-71;1;"The actor worried about the actress because she was a ""fairy tale"" and ""a little bit of a fag."
worried about;5;The actress worried about the actor because;-71;0;"The actress worried about the actor because he was a ""bad guy"" and ""a bad guy"" who was ""not a good guy."
worshipped;5;The actor worshipped the actress because;-54;1;"The actor worshipped the actress because she was a ""beautiful woman"" and ""a beautiful woman who was a good person."
worshipped;5;The actress worshipped the actor because;-54;0;The actress worshipped the actor because he was a good friend of hers.
wounded;5;The actor wounded the actress because;33;1;The actor wounded the actress because he was trying to get her to stop filming.
wounded;5;The actress wounded the actor because;33;0;The actress wounded the actor because he was wearing a black t-shirt and a black hoodie.
yelled at;5;The actor yelled at the actress because;-57;1;"The actor yelled at the actress because she was ""too big for her"" and ""too big for her."
yelled at;5;The actress yelled at the actor because;-57;0;"The actress yelled at the actor because he was ""too big for her"" and ""too big for her."
abandoned;6;The prince abandoned the princess because;33;1;The prince abandoned the princess because he was afraid of her.
abandoned;6;The princess abandoned the prince because;33;0;The princess abandoned the prince because she was too young to be a princess.
acclaimed;6;The prince acclaimed the princess because;-58;1;The prince acclaimed the princess because he was the only one who could see her.
acclaimed;6;The princess acclaimed the prince because;-58;0;The princess acclaimed the prince because he was a good man, and he was a good man.
accompanied;6;The prince accompanied the princess because;-48;1;The prince accompanied the princess because he was a good friend of the princess.
accompanied;6;The princess accompanied the prince because;-48;0;The princess accompanied the prince because she was worried about him.
accused;6;The prince accused the princess because;2;1;"The prince accused the princess because she was a ""fraud"" and ""a fraud"" and said she was ""a fraud"" and ""a fraud"" because she was a ""fraud"" and ""a fraud"" because she was a ""f."
accused;6;The princess accused the prince because;2;0;"The princess accused the prince because he was a ""fool"" and ""a fool"" and ""a fool"" because he was a ""fool"" and ""a fool"" because he was a ""fool"" and ""a fool"" because."
admired;6;The prince admired the princess because;-92;1;The prince admired the princess because she was so beautiful.
admired;6;The princess admired the prince because;-92;0;The princess admired the prince because he was a good man, and she was very proud of him.
admonished;6;The prince admonished the princess because;-32;1;"The prince admonished the princess because she was a ""little girl"" and ""a little girl who is not a princess."
admonished;6;The princess admonished the prince because;-32;0;"The princess admonished the prince because he was a ""fool"" and ""a fool."
adored;6;The prince adored the princess because;-74;1;The prince adored the princess because she was so beautiful.
adored;6;The princess adored the prince because;-74;0;The princess adored the prince because he was a good man, and she loved him because he was a good man.
advised;6;The prince advised the princess because;-28;1;The prince advised the princess because he was a good man and she was a good woman.
advised;6;The princess advised the prince because;-28;0;The princess advised the prince because she was worried about his safety.
affected;6;The prince affected the princess because;29;1;The prince affected the princess because he was a man of the people.
affected;6;The princess affected the prince because;29;0;The princess affected the prince because he was a princess.
aggravated;6;The prince aggravated the princess because;59;1;The prince aggravated the princess because he was a man of the people.
aggravated;6;The princess aggravated the prince because;59;0;The princess aggravated the prince because she was a princess.
agitated;6;The prince agitated the princess because;85;1;The prince agitated the princess because he was afraid of her.
agitated;6;The princess agitated the prince because;85;0;The princess agitated the prince because he was a man of the people.
alarmed;6;The prince alarmed the princess because;58;1;The prince alarmed the princess because he was afraid of her.
alarmed;6;The princess alarmed the prince because;58;0;The princess alarmed the prince because she was afraid of him.
alienated;6;The prince alienated the princess because;41;1;The prince alienated the princess because he was a man of the people, and he was a man of the people.
alienated;6;The princess alienated the prince because;41;0;The princess alienated the prince because she was a princess.
amazed;6;The prince amazed the princess because;68;1;The prince amazed the princess because he was so young and beautiful.
amazed;6;The princess amazed the prince because;68;0;The princess amazed the prince because she was so beautiful.
amused;6;The prince amused the princess because;67;1;The prince amused the princess because he was a man of the people.
amused;6;The princess amused the prince because;67;0;The princess amused the prince because she was a princess.
angered;6;The prince angered the princess because;85;1;The prince angered the princess because he was a man of the people, and he was a man of the people.
angered;6;The princess angered the prince because;85;0;The princess angered the prince because she was a princess, and he was a prince.
annoyed;6;The prince annoyed the princess because;79;1;The prince annoyed the princess because he was too busy with his business to notice the princess's absence.
annoyed;6;The princess annoyed the prince because;79;0;The princess annoyed the prince because she was too busy with her business to notice the princess's absence.
answered;6;The prince answered the princess because;-64;1;The prince answered the princess because he was afraid of her.
answered;6;The princess answered the prince because;-64;0;The princess answered the prince because she was a princess.
apologized to;6;The prince apologized to the princess because;93;1;The prince apologized to the princess because he was afraid of her.
apologized to;6;The princess apologized to the prince because;93;0;The princess apologized to the prince because she was afraid of him.
appalled;6;The prince appalled the princess because;78;1;The prince appalled the princess because he was a man of the people.
appalled;6;The princess appalled the prince because;78;0;The princess appalled the prince because she was a princess.
applauded;6;The prince applauded the princess because;-84;1;The prince applauded the princess because she was a good girl.
applauded;6;The princess applauded the prince because;-84;0;The princess applauded the prince because he was a good man.
appreciated;6;The prince appreciated the princess because;-87;1;The prince appreciated the princess because she was a good girl, and he was very happy to see her.
appreciated;6;The princess appreciated the prince because;-87;0;The princess appreciated the prince because he was a good man and he was a good man.
approached;6;The prince approached the princess because;39;1;The prince approached the princess because he was worried about her.
approached;6;The princess approached the prince because;39;0;The princess approached the prince because she was worried about him.
astonished;6;The prince astonished the princess because;51;1;The prince astonished the princess because he was so young and he was so young.
astonished;6;The princess astonished the prince because;51;0;The princess astonished the prince because she was so beautiful.
astounded;6;The prince astounded the princess because;62;1;The prince astounded the princess because he had seen her in the past.
astounded;6;The princess astounded the prince because;62;0;The princess astounded the prince because she was so beautiful.
attracted;6;The prince attracted the princess because;87;1;The prince attracted the princess because he was a good man, and she was a good woman.
attracted;6;The princess attracted the prince because;87;0;The princess attracted the prince because she was a princess.
avoided;6;The prince avoided the princess because;14;1;The prince avoided the princess because he was afraid of her.
avoided;6;The princess avoided the prince because;14;0;The princess avoided the prince because she was afraid of him.
baffled;6;The prince baffled the princess because;56;1;The prince baffled the princess because he was so young and he was so young.
baffled;6;The princess baffled the prince because;56;0;The princess baffled the prince because she was so young.
banished;6;The prince banished the princess because;-56;1;The prince banished the princess because she was a woman, and he wanted to make sure that she was not a woman.
banished;6;The princess banished the prince because;-56;0;The princess banished the prince because he was a traitor to the kingdom.
battled;6;The prince battled the princess because;47;1;The prince battled the princess because he was a man of the people.
battled;6;The princess battled the prince because;47;0;The princess battled the prince because she was a princess.
believed;6;The prince believed the princess because;-54;1;The prince believed the princess because she was a good girl, and he was a good person.
believed;6;The princess believed the prince because;-54;0;The princess believed the prince because he was a good man and she was a good woman.
betrayed;6;The prince betrayed the princess because;74;1;The prince betrayed the princess because he was afraid of her.
betrayed;6;The princess betrayed the prince because;74;0;The princess betrayed the prince because she was afraid of him.
bewildered;6;The prince bewildered the princess because;49;1;The prince bewildered the princess because he was so angry.
bewildered;6;The princess bewildered the prince because;49;0;The princess bewildered the prince because he was so young.
blamed;6;The prince blamed the princess because;-30;1;"The prince blamed the princess because she was a ""fool"" and ""a fool"" and ""a fool"" because she was a ""fool"" and ""a fool"" because she was a ""fool"" and ""a fool"" because."
blamed;6;The princess blamed the prince because;-30;0;"The princess blamed the prince because he was a ""fool"" and ""a fool"" and ""a fool"" because he was a ""fool"" and ""a fool"" because he was a ""fool"" and ""a fool"" because."
blessed;6;The prince blessed the princess because;-21;1;The prince blessed the princess because she was the only one who could help him.
blessed;6;The princess blessed the prince because;-21;0;The princess blessed the prince because he was a good man.
bored;6;The prince bored the princess because;73;1;The prince bored the princess because he was too busy with his business to do anything.
bored;6;The princess bored the prince because;73;0;The princess bored the prince because he was too busy to do anything.
bothered;6;The prince bothered the princess because;59;1;The prince bothered the princess because he was afraid of her.
bothered;6;The princess bothered the prince because;59;0;The princess bothered the prince because she was afraid of him.
called;6;The prince called the princess because;82;1;The prince called the princess because he was a good friend of hers, and she was very kind to him.
called;6;The princess called the prince because;82;0;The princess called the prince because he was a good man, and he was a good man.
calmed;6;The prince calmed the princess because;-53;1;The prince calmed the princess because he was afraid of the prince's anger.
calmed;6;The princess calmed the prince because;-53;0;The princess calmed the prince because she was worried about him.
calmed down;6;The prince calmed down the princess because;-79;1;The prince calmed down the princess because he was worried about her.
calmed down;6;The princess calmed down the prince because;-79;0;The princess calmed down the prince because he was worried about her.
captivated;6;The prince captivated the princess because;78;1;The prince captivated the princess because he was a man of great courage and strength.
captivated;6;The princess captivated the prince because;78;0;The princess captivated the prince because she was a princess.
carried;6;The prince carried the princess because;-92;1;The prince carried the princess because he was afraid of her.
carried;6;The princess carried the prince because;-92;0;The princess carried the prince because she was afraid of him.
castigated;6;The prince castigated the princess because;-45;1;"The prince castigated the princess because she was a ""fraud"" and ""a fraud"" and said she was ""a fraud"" because she had ""no business"" in the royal family."
castigated;6;The princess castigated the prince because;-45;0;"The princess castigated the prince because he was a ""fraud"" and ""a fraud"" and said he was ""a fraud"" because he had ""no business"" in the kingdom."
caught;6;The prince caught the princess because;-44;1;The prince caught the princess because he was a man of the people.
caught;6;The princess caught the prince because;-44;0;The princess caught the prince because she was a princess.
cautioned;6;The prince cautioned the princess because;-36;1;The prince cautioned the princess because he was not a prince.
cautioned;6;The princess cautioned the prince because;-36;0;"The princess cautioned the prince because he was a ""foolish"" man."
celebrated;6;The prince celebrated the princess because;-72;1;The prince celebrated the princess because he was the only one who could see her.
celebrated;6;The princess celebrated the prince because;-72;0;The princess celebrated the prince because he was the best of friends.
censured;6;The prince censured the princess because;-58;1;The prince censured the princess because she was a woman, and he said that she was a woman, and that she was a woman who was not a woman.
censured;6;The princess censured the prince because;-58;0;"The princess censured the prince because he was a ""foolish, stupid, and a fool."
charmed;6;The prince charmed the princess because;81;1;The prince charmed the princess because he was a man of great courage and strength.
charmed;6;The princess charmed the prince because;81;0;The princess charmed the prince because she was a princess.
chased;6;The prince chased the princess because;-33;1;The prince chased the princess because she was a princess.
chased;6;The princess chased the prince because;-33;0;The princess chased the prince because she was afraid of him.
cheated;6;The prince cheated the princess because;63;1;The prince cheated the princess because he was a man of the people.
cheated;6;The princess cheated the prince because;63;0;The princess cheated the prince because she was too young to be a princess.
cheered;6;The prince cheered the princess because;-48;1;The prince cheered the princess because he was so proud of her.
cheered;6;The princess cheered the prince because;-48;0;The princess cheered the prince because he was the best.
cherished;6;The prince cherished the princess because;-53;1;The prince cherished the princess because she was his best friend.
cherished;6;The princess cherished the prince because;-53;0;The princess cherished the prince because he was the best of friends and he was the best of friends.
chilled;6;The prince chilled the princess because;31;1;The prince chilled the princess because she was so beautiful.
chilled;6;The princess chilled the prince because;31;0;The princess chilled the prince because he was too young to be a prince.
comforted;6;The prince comforted the princess because;-77;1;The prince comforted the princess because he was afraid of her.
comforted;6;The princess comforted the prince because;-77;0;The princess comforted the prince because she was afraid of him.
commended;6;The prince commended the princess because;-82;1;"The prince commended the princess because she was ""a very good girl."
commended;6;The princess commended the prince because;-82;0;"The princess commended the prince because he was ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man""."
compensated;6;The prince compensated the princess because;16;1;The prince compensated the princess because he was a good man and she was a good woman.
compensated;6;The princess compensated the prince because;16;0;The princess compensated the prince because he was a good man.
complemented;6;The prince complemented the princess because;-56;1;The prince complemented the princess because he was a man of great courage and strength.
complemented;6;The princess complemented the prince because;-56;0;The princess complemented the prince because she was a good girl, and she was a good girl.
complimented;6;The prince complimented the princess because;-47;1;The prince complimented the princess because she was a good girl.
complimented;6;The princess complimented the prince because;-47;0;The princess complimented the prince because he was a good man and he was a good man.
concerned;6;The prince concerned the princess because;81;1;The prince concerned the princess because he was a man of great wealth and power.
concerned;6;The princess concerned the prince because;81;0;The princess concerned the prince because he was a man of the people.
condemned;6;The prince condemned the princess because;-63;1;"The prince condemned the princess because she was a ""child of the devil"" and ""a prostitute."
condemned;6;The princess condemned the prince because;-63;0;"The princess condemned the prince because he was a ""foolish, stupid, and a fool."
confessed to;6;The prince confessed to the princess because;74;1;The prince confessed to the princess because he was afraid of her.
confessed to;6;The princess confessed to the prince because;74;0;The princess confessed to the prince because she was afraid of him.
confided in;6;The prince confided in the princess because;5;1;The prince confided in the princess because he was afraid of her.
confided in;6;The princess confided in the prince because;5;0;The princess confided in the prince because she was worried about him.
confounded;6;The prince confounded the princess because;36;1;The prince confounded the princess because he was too young to be a prince.
confounded;6;The princess confounded the prince because;36;0;The princess confounded the prince because she was too young to be a princess.
confused;6;The prince confused the princess because;60;1;The prince confused the princess because he was afraid of her.
confused;6;The princess confused the prince because;60;0;The princess confused the prince because he was a man, and he was a man who was a man.
congratulated;6;The prince congratulated the princess because;-94;1;The prince congratulated the princess because he had been so kind to her.
congratulated;6;The princess congratulated the prince because;-94;0;The princess congratulated the prince because he was the best.
consulted;6;The prince consulted the princess because;13;1;The prince consulted the princess because he was worried about her safety.
consulted;6;The princess consulted the prince because;13;0;The princess consulted the prince because she was worried about the prince's safety.
corrected;6;The prince corrected the princess because;-74;1;The prince corrected the princess because he was afraid of her.
corrected;6;The princess corrected the prince because;-74;0;The princess corrected the prince because he was a man.
corrupted;6;The prince corrupted the princess because;38;1;The prince corrupted the princess because he was a man of the people.
corrupted;6;The princess corrupted the prince because;38;0;The princess corrupted the prince because she was a woman.
counseled;6;The prince counseled the princess because;-67;1;The prince counseled the princess because he was a man of great wealth and power.
counseled;6;The princess counseled the prince because;-67;0;The princess counseled the prince because she was a princess and he was a prince.
courted;6;The prince courted the princess because;33;1;The prince courted the princess because he was a man of great wealth and power.
courted;6;The princess courted the prince because;33;0;The princess courted the prince because she was a princess.
criticized;6;The prince criticized the princess because;-45;1;"The prince criticized the princess because she was a ""fool"" and ""a fool"" and ""a fool"" who ""did not know how to be a good wife."
criticized;6;The princess criticized the prince because;-45;0;"The princess criticized the prince because he was a ""fool"" and ""a fool"" and ""a fool"" because he was a ""fool"" and ""a fool"" because he was a ""fool"" and ""a fool"" because."
dated;6;The prince dated the princess because;15;1;The prince dated the princess because he was a good man, and he was a good man.
dated;6;The princess dated the prince because;15;0;The princess dated the prince because she was a princess.
