,verb,item,sent,bias,subject_gender,surprisal_he,surprisal_she,subject_preference
4216,hurt,8,The lord hurt the lady because,47,1,1.697965264,1.446589828,-0.251375436
4217,hurt,8,The lady hurt the lord because,47,0,1.667382598,1.573526859,0.093855739
4218,idolized,8,The lord idolized the lady because,-66,1,2.266442537,1.293807745,-0.972634792
4219,idolized,8,The lady idolized the lord because,-66,0,2.689890623,1.076467633,1.61342299
4220,incensed,8,The lord incensed the lady because,57,1,1.868976712,1.520663738,-0.348312974
4221,incensed,8,The lady incensed the lord because,57,0,1.846674562,1.649794221,0.196880341
4222,infuriated,8,The lord infuriated the lady because,75,1,1.808208108,1.389604926,-0.418603182
4223,infuriated,8,The lady infuriated the lord because,75,0,1.897723436,1.435808301,0.461915135
4224,inspired,8,The lord inspired the lady because,78,1,2.276935339,1.246723533,-1.030211806
4225,inspired,8,The lady inspired the lord because,78,0,2.54299593,1.162379622,1.380616308
4226,instructed,8,The lord instructed the lady because,-17,1,2.263032436,1.650290012,-0.612742424
4227,instructed,8,The lady instructed the lord because,-17,0,2.395183802,1.807812095,0.587371707
4228,insulted,8,The lord insulted the lady because,6,1,2.073246479,1.172497511,-0.900748968
4229,insulted,8,The lady insulted the lord because,6,0,1.743096828,1.527372718,0.21572411
4230,interrupted,8,The lord interrupted the lady because,3,1,1.933671713,1.524655819,-0.409015894
4231,interrupted,8,The lady interrupted the lord because,3,0,1.984128833,1.623311877,0.360816956
4232,intimidated,8,The lord intimidated the lady because,73,1,1.949636579,1.161620259,-0.78801632
4233,intimidated,8,The lady intimidated the lord because,73,0,1.84523356,1.28805387,0.55717969
4234,intrigued,8,The lord intrigued the lady because,76,1,1.796907663,1.512379646,-0.284528017
4235,intrigued,8,The lady intrigued the lord because,76,0,2.266509533,1.332883,0.933626533
4236,irritated,8,The lord irritated the lady because,81,1,1.824464679,1.498616695,-0.325847984
4237,irritated,8,The lady irritated the lord because,81,0,1.813596725,1.650914907,0.162681818
4238,killed,8,The lord killed the lady because,5,1,1.744875789,1.245636463,-0.499239326
4239,killed,8,The lady killed the lord because,5,0,1.856198788,1.35796082,0.498237968
4240,kissed,8,The lord kissed the lady because,61,1,1.620966077,1.414333701,-0.206632376
4241,kissed,8,The lady kissed the lord because,61,0,1.660153389,1.432805896,0.227347493
4242,lauded,8,The lord lauded the lady because,-37,1,2.703008652,0.964338422,-1.73867023
4243,lauded,8,The lady lauded the lord because,-37,0,1.604619861,1.718948364,-0.114328503
4244,laughed at,8,The lord laughed at the lady because,-96,1,1.777470231,1.382675171,-0.39479506
4245,laughed at,8,The lady laughed at the lord because,-96,0,1.729462147,1.616905689,0.112556458
4246,led,8,The lord led the lady because,-30,1,2.149473667,1.289615273,-0.859858394
4247,led,8,The lady led the lord because,-30,0,2.214451313,1.249047875,0.965403438
4248,left,8,The lord left the lady because,2,1,1.949075937,1.417762399,-0.531313538
4249,left,8,The lady left the lord because,2,0,2.255732775,1.356745005,0.89898777
4250,lied to,8,The lord lied to the lady because,78,1,1.21177578,1.903250456,0.691474676
4251,lied to,8,The lady lied to the lord because,78,0,3.170523643,0.772771716,2.397751927
4252,liked,8,The lord liked the lady because,-91,1,3.169124365,0.6920349,-2.477089465
4253,liked,8,The lady liked the lord because,-91,0,1.589256167,1.359861493,0.229394674
4254,loathed,8,The lord loathed the lady because,-85,1,3.280192852,0.971420765,-2.308772087
4255,loathed,8,The lady loathed the lord because,-85,0,1.727870107,1.514061332,0.213808775
4256,loved,8,The lord loved the lady because,-80,1,2.544183016,0.823167622,-1.721015394
4257,loved,8,The lady loved the lord because,-80,0,1.621819496,1.233980775,0.387838721
4258,married,8,The lord married the lady because,53,1,1.735538483,1.682694435,-0.052844048
4259,married,8,The lady married the lord because,53,0,2.041137934,1.418147922,0.622990012
4260,met,8,The lord met the lady because,53,1,1.615322113,1.532682419,-0.082639694
4261,met,8,The lady met the lord because,53,0,2.048661232,1.326598287,0.722062945
4262,missed,8,The lord missed the lady because,-45,1,1.927725315,1.466525555,-0.46119976
4263,missed,8,The lady missed the lord because,-45,0,2.396684885,1.295313358,1.101371527
4264,mocked,8,The lord mocked the lady because,-33,1,2.80532074,0.929218292,-1.876102448
4265,mocked,8,The lady mocked the lord because,-33,0,1.695395947,1.730298638,-0.034902691
4266,mourned,8,The lord mourned the lady because,-72,1,2.674953938,1.110423446,-1.564530492
4267,mourned,8,The lady mourned the lord because,-72,0,1.577749729,1.883972406,-0.306222677
4268,moved,8,The lord moved the lady because,-11,1,1.981165051,1.575605154,-0.405559897
4269,moved,8,The lady moved the lord because,-11,0,2.119688988,1.552129626,0.567559362
4270,noticed,8,The lord noticed the lady because,-92,1,2.190893888,1.206624746,-0.984269142
4271,noticed,8,The lady noticed the lord because,-92,0,1.742056847,1.600640297,0.14141655
4272,ordered around,8,The lord ordered around the lady because,53,1,2.473096132,1.28645432,-1.186641812
4273,ordered around,8,The lady ordered around the lord because,53,0,1.743376374,1.681814909,0.061561465
4274,pacified,8,The lord pacified the lady because,-49,1,1.903192997,1.518821478,-0.384371519
4275,pacified,8,The lady pacified the lord because,-49,0,1.794297218,1.859854221,-0.065557003
4276,pardoned,8,The lord pardoned the lady because,-38,1,2.351843357,1.138476849,-1.213366508
4277,pardoned,8,The lady pardoned the lord because,-38,0,1.816866636,1.544358015,0.272508621
4278,passed,8,The lord passed the lady because,0,1,1.773885131,1.620988369,-0.152896762
4279,passed,8,The lady passed the lord because,0,0,2.190573692,1.414907217,0.775666475
4280,penalized,8,The lord penalized the lady because,-77,1,2.78304553,1.01262033,-1.7704252
4281,penalized,8,The lady penalized the lord because,-77,0,1.958983541,1.52207613,0.436907411
4282,persecuted,8,The lord persecuted the lady because,-22,1,2.632296324,0.955451608,-1.676844716
4283,persecuted,8,The lady persecuted the lord because,-22,0,2.100941181,1.233829379,0.867111802
4284,picked up,8,The lord picked up the lady because,-71,1,1.652911663,1.340415001,-0.312496662
4285,picked up,8,The lady picked up the lord because,-71,0,1.680168152,1.485126019,0.195042133
4286,plagued,8,The lord plagued the lady because,58,1,2.139364243,1.471873403,-0.66749084
4287,plagued,8,The lady plagued the lord because,58,0,2.430429697,1.359228134,1.071201563
4288,played,8,The lord played the lady because,43,1,1.759438396,1.550626636,-0.20881176
4289,played,8,The lady played the lord because,43,0,2.770591736,1.182903051,1.587688685
4290,played with,8,The lord played with the lady because,-13,1,1.651074529,1.584394813,-0.066679716
4291,played with,8,The lady played with the lord because,-13,0,1.851557612,1.532280803,0.319276809
4292,pleased,8,The lord pleased the lady because,83,1,1.809958458,1.411145926,-0.398812532
4293,pleased,8,The lady pleased the lord because,83,0,1.941352844,1.342820287,0.598532557
4294,praised,8,The lord praised the lady because,-87,1,2.589934587,0.950579286,-1.639355301
4295,praised,8,The lady praised the lord because,-87,0,1.595332265,1.603345275,-0.00801301
4296,prized,8,The lord prized the lady because,-74,1,2.43138957,1.090640187,-1.340749383
4297,prized,8,The lady prized the lord because,-74,0,1.982319474,1.252067447,0.730252027
4298,prosecuted,8,The lord prosecuted the lady because,-44,1,2.435239553,1.191086769,-1.244152784
4299,prosecuted,8,The lady prosecuted the lord because,-44,0,2.310875654,1.380298138,0.930577516
4300,protected,8,The lord protected the lady because,-47,1,2.140138626,1.241987348,-0.898151278
4301,protected,8,The lady protected the lord because,-47,0,1.992545247,1.434473872,0.558071375
4302,provoked,8,The lord provoked the lady because,70,1,1.664368868,1.489458323,-0.174910545
4303,provoked,8,The lady provoked the lord because,70,0,1.946432233,1.336232305,0.610199928
4304,punished,8,The lord punished the lady because,-76,1,2.646658659,0.898632407,-1.748026252
4305,punished,8,The lady punished the lord because,-76,0,1.592974901,1.553251028,0.039723873
4306,pursued,8,The lord pursued the lady because,31,1,1.819908381,1.218469977,-0.601438404
4307,pursued,8,The lady pursued the lord because,31,0,1.808870196,1.340229869,0.468640327
4308,questioned,8,The lord questioned the lady because,26,1,2.412922859,1.361192465,-1.051730394
4309,questioned,8,The lady questioned the lord because,26,0,1.891084075,1.856324315,0.03475976
4310,reassured,8,The lord reassured the lady because,-62,1,1.824873209,1.895141125,0.070267916
4311,reassured,8,The lady reassured the lord because,-62,0,2.124684334,1.764737129,0.359947205
4312,rebuked,8,The lord rebuked the lady because,-18,1,2.649554968,1.104242802,-1.545312166
4313,rebuked,8,The lady rebuked the lord because,-18,0,1.808481693,1.791465044,0.017016649
4314,relaxed,8,The lord relaxed the lady because,19,1,1.917957187,1.672778726,-0.245178461
4315,relaxed,8,The lady relaxed the lord because,19,0,2.059437513,1.624841571,0.434595942
4316,relished,8,The lord relished the lady because,-47,1,2.163367271,1.165889978,-0.997477293
4317,relished,8,The lady relished the lord because,-47,0,1.839966893,1.462221384,0.377745509
4318,repaid,8,The lord repaid the lady because,63,1,1.570430875,1.458292723,-0.112138152
4319,repaid,8,The lady repaid the lord because,63,0,1.642286539,1.45871377,0.183572769
4320,repelled,8,The lord repelled the lady because,67,1,2.204586267,1.333699226,-0.870887041
4321,repelled,8,The lady repelled the lord because,67,0,2.095668316,1.487306714,0.608361602
4322,reprimanded,8,The lord reprimanded the lady because,-50,1,2.762259722,1.164191365,-1.598068357
4323,reprimanded,8,The lady reprimanded the lord because,-50,0,1.833095193,1.882527113,-0.04943192
4324,repulsed,8,The lord repulsed the lady because,76,1,1.890874624,1.363226295,-0.527648329
4325,repulsed,8,The lady repulsed the lord because,76,0,1.839898109,1.481711864,0.358186245
4326,resented,8,The lord resented the lady because,-76,1,2.246406794,1.201643825,-1.044762969
4327,resented,8,The lady resented the lord because,-76,0,2.188438177,1.323891163,0.864547014
4328,respected,8,The lord respected the lady because,-91,1,2.156131268,1.085116982,-1.071014286
4329,respected,8,The lady respected the lord because,-91,0,2.025633097,1.136782765,0.888850332
4330,revered,8,The lord revered the lady because,-57,1,2.320946932,1.232046366,-1.088900566
4331,revered,8,The lady revered the lord because,-57,0,2.542554855,1.053289533,1.489265322
4332,revitalized,8,The lord revitalized the lady because,3,1,2.249230385,1.499209881,-0.750020504
4333,revitalized,8,The lady revitalized the lord because,3,0,2.492754936,1.38716805,1.105586886
4334,revolted,8,The lord revolted the lady because,66,1,2.124808311,1.276815414,-0.847992897
4335,revolted,8,The lady revolted the lord because,66,0,2.218687057,1.417286396,0.801400661
4336,rewarded,8,The lord rewarded the lady because,-85,1,1.878106475,1.127799749,-0.750306726
4337,rewarded,8,The lady rewarded the lord because,-85,0,1.605486989,1.406922817,0.198564172
4338,ridiculed,8,The lord ridiculed the lady because,-58,1,2.7713902,1.036704421,-1.734685779
4339,ridiculed,8,The lady ridiculed the lord because,-58,0,1.699425817,1.690323114,0.009102703
4340,rushed to,8,The lord rushed to the lady because,-32,1,1.510129809,1.728803635,0.218673826
4341,rushed to,8,The lady rushed to the lord because,-32,0,2.436844587,1.330310941,1.106533646
4342,saluted,8,The lord saluted the lady because,-48,1,2.174758434,1.183269024,-0.99148941
4343,saluted,8,The lady saluted the lord because,-48,0,1.538051486,1.791452169,-0.253400683
4344,scared,8,The lord scared the lady because,74,1,1.848673582,1.272495866,-0.576177716
4345,scared,8,The lady scared the lord because,74,0,1.67614007,1.460867286,0.215272784
4346,scolded,8,The lord scolded the lady because,-69,1,2.393294096,1.281047821,-1.112246275
4347,scolded,8,The lady scolded the lord because,-69,0,1.815105915,1.867597818,-0.052491903
4348,scorned,8,The lord scorned the lady because,-49,1,2.574706316,1.050758243,-1.523948073
4349,scorned,8,The lady scorned the lord because,-49,0,1.776608109,1.516196132,0.260411977
4350,shadowed,8,The lord shadowed the lady because,58,1,1.995540619,1.627910495,-0.367630124
4351,shadowed,8,The lady shadowed the lord because,58,0,2.524814367,1.377368212,1.147446155
4352,shocked,8,The lord shocked the lady because,56,1,1.666377306,1.605278134,-0.061099172
4353,shocked,8,The lady shocked the lord because,56,0,1.817032099,1.554638863,0.262393236
4354,shook,8,The lord shook the lady because,-47,1,1.796115756,1.555549145,-0.240566611
4355,shook,8,The lady shook the lord because,-47,0,1.698597908,1.743329883,-0.044731975
4356,snubbed,8,The lord snubbed the lady because,20,1,1.745100498,1.453418016,-0.291682482
4357,snubbed,8,The lady snubbed the lord because,20,0,1.843943477,1.598500848,0.245442629
4358,staggered,8,The lord staggered the lady because,64,1,1.611963272,1.746060252,0.13409698
4359,staggered,8,The lady staggered the lord because,64,0,2.050908089,1.581739426,0.469168663
4360,startled,8,The lord startled the lady because,35,1,1.596503377,1.664349794,0.067846417
4361,startled,8,The lady startled the lord because,35,0,1.843453526,1.531859517,0.311594009
4362,stimulated,8,The lord stimulated the lady because,30,1,1.717226744,1.458917022,-0.258309722
4363,stimulated,8,The lady stimulated the lord because,30,0,1.756332755,1.508270502,0.248062253
4364,struck,8,The lord struck the lady because,-8,1,2.108026743,1.222962856,-0.885063887
4365,struck,8,The lady struck the lord because,-8,0,1.838300586,1.519386888,0.318913698
4366,sued,8,The lord sued the lady because,-77,1,1.823221922,1.493884802,-0.32933712
4367,sued,8,The lady sued the lord because,-77,0,2.053818464,1.44562161,0.608196854
4368,supported,8,The lord supported the lady because,-29,1,2.00769496,1.26988101,-0.73781395
4369,supported,8,The lady supported the lord because,-29,0,2.229795456,1.206539989,1.023255467
4370,surprised,8,The lord surprised the lady because,10,1,1.663577914,1.505221963,-0.158355951
4371,surprised,8,The lady surprised the lord because,10,0,1.771760821,1.509851813,0.261909008
4372,tailed,8,The lord tailed the lady because,58,1,1.650015831,1.727240205,0.077224374
4373,tailed,8,The lady tailed the lord because,58,0,1.891179204,1.586750746,0.304428458
4374,telephoned,8,The lord telephoned the lady because,82,1,1.819123268,1.587373137,-0.231750131
4375,telephoned,8,The lady telephoned the lord because,82,0,2.145890236,1.541039467,0.604850769
4376,thanked,8,The lord thanked the lady because,-92,1,2.164124012,1.026484966,-1.137639046
4377,thanked,8,The lady thanked the lord because,-92,0,1.637660265,1.535241246,0.102419019
4378,tolerated,8,The lord tolerated the lady because,4,1,2.369609356,0.961024523,-1.408584833
4379,tolerated,8,The lady tolerated the lord because,4,0,1.871162295,1.229317427,0.641844868
4380,took away,8,The lord took away the lady because,-50,1,2.201732159,1.164134622,-1.037597537
4381,took away,8,The lady took away the lord because,-50,0,1.760852814,1.547858477,0.212994337
4382,tormented,8,The lord tormented the lady because,45,1,2.290486097,1.270213485,-1.020272612
4383,tormented,8,The lady tormented the lord because,45,0,2.137865782,1.386524439,0.751341343
4384,tracked,8,The lord tracked the lady because,36,1,2.105861187,1.197803736,-0.908057451
4385,tracked,8,The lady tracked the lord because,36,0,1.966956973,1.496423483,0.47053349
4386,trailed,8,The lord trailed the lady because,66,1,1.671512723,1.768472552,0.096959829
4387,trailed,8,The lady trailed the lord because,66,0,2.540941,1.371513963,1.169427037
4388,treasured,8,The lord treasured the lady because,-76,1,2.388075113,1.111859322,-1.276215791
4389,treasured,8,The lady treasured the lord because,-76,0,1.860084891,1.371125937,0.488958954
4390,troubled,8,The lord troubled the lady because,68,1,2.025200129,1.54660964,-0.478590489
4391,troubled,8,The lady troubled the lord because,68,0,2.107545614,1.556980968,0.550564646
4392,trusted,8,The lord trusted the lady because,-49,1,1.919338346,1.241754413,-0.677583933
4393,trusted,8,The lady trusted the lord because,-49,0,2.008677244,1.203192949,0.805484295
4394,unnerved,8,The lord unnerved the lady because,70,1,1.904143572,1.510977387,-0.393166185
4395,unnerved,8,The lady unnerved the lord because,70,0,2.121298552,1.457527995,0.663770557
4396,unsettled,8,The lord unsettled the lady because,62,1,1.9876858,1.746403694,-0.241282106
4397,unsettled,8,The lady unsettled the lord because,62,0,2.086925745,1.742542148,0.344383597
4398,uplifted,8,The lord uplifted the lady because,-1,1,2.152240992,1.504232407,-0.648008585
4399,uplifted,8,The lady uplifted the lord because,-1,0,1.950164557,1.760042548,0.190122009
4400,upset,8,The lord upset the lady because,66,1,1.75649941,1.462219119,-0.294280291
4401,upset,8,The lady upset the lord because,66,0,1.742373228,1.649893403,0.092479825
4402,valued,8,The lord valued the lady because,-98,1,2.734248638,0.969051659,-1.765196979
4403,valued,8,The lady valued the lord because,-98,0,1.708749413,1.316882253,0.39186716
4404,venerated,8,The lord venerated the lady because,-32,1,2.619115829,1.122167945,-1.496947884
4405,venerated,8,The lady venerated the lord because,-32,0,2.475908995,1.111098766,1.364810229
4406,victimized,8,The lord victimized the lady because,15,1,1.671930432,1.424242258,-0.247688174
4407,victimized,8,The lady victimized the lord because,15,0,2.15039587,1.182339787,0.968056083
4408,vilified,8,The lord vilified the lady because,26,1,2.851587296,1.068757415,-1.782829881
4409,vilified,8,The lady vilified the lord because,26,0,1.957439661,1.536690235,0.420749426
4410,visited,8,The lord visited the lady because,-45,1,1.897663832,1.311987281,-0.585676551
4411,visited,8,The lady visited the lord because,-45,0,2.275043726,1.225041509,1.050002217
4412,wanted,8,The lord wanted the lady because,-26,1,1.908432245,1.336228251,-0.572203994
4413,wanted,8,The lady wanted the lord because,-26,0,1.953608513,1.302341938,0.651266575
4414,warned,8,The lord warned the lady because,-17,1,2.335463047,1.930497646,-0.404965401
4415,warned,8,The lady warned the lord because,-17,0,2.54443121,2.29251647,0.25191474
4416,welcomed,8,The lord welcomed the lady because,-17,1,2.025136471,1.165509343,-0.859627128
4417,welcomed,8,The lady welcomed the lord because,-17,0,1.836994171,1.359482169,0.477512002
4418,worried,8,The lord worried the lady because,76,1,2.230058432,1.446973324,-0.783085108
4419,worried,8,The lady worried the lord because,76,0,1.896461129,1.845235109,0.05122602
4420,worried about,8,The lord worried about the lady because,-71,1,2.491711378,1.241328835,-1.250382543
4421,worried about,8,The lady worried about the lord because,-71,0,1.779776812,1.755242467,0.024534345
4422,worshipped,8,The lord worshipped the lady because,-54,1,2.115283966,1.25722003,-0.858063936
4423,worshipped,8,The lady worshipped the lord because,-54,0,2.69059968,1.052873492,1.637726188
4424,wounded,8,The lord wounded the lady because,33,1,1.697956443,1.349555373,-0.34840107
4425,wounded,8,The lady wounded the lord because,33,0,1.675674796,1.601444364,0.074230432
4426,yelled at,8,The lord yelled at the lady because,-57,1,2.030630827,1.258057117,-0.77257371
4427,yelled at,8,The lady yelled at the lord because,-57,0,1.49563992,1.778505921,-0.282866001
4428,abandoned,9,The king abandoned the queen because,33,1,2.04418993,1.848828673,-0.195361257
4429,abandoned,9,The queen abandoned the king because,33,0,2.541367769,1.5866853,0.954682469
4430,acclaimed,9,The king acclaimed the queen because,-58,1,2.065285444,1.70533812,-0.359947324
4431,acclaimed,9,The queen acclaimed the king because,-58,0,2.355174541,1.573839307,0.781335234
4432,accompanied,9,The king accompanied the queen because,-48,1,1.776852369,2.080917597,0.304065228
4433,accompanied,9,The queen accompanied the king because,-48,0,2.718322992,1.282430172,1.43589282
4434,accused,9,The king accused the queen because,2,1,2.177634716,1.835788131,-0.341846585
4435,accused,9,The queen accused the king because,2,0,2.281935215,1.825407863,0.456527352
4436,admired,9,The king admired the queen because,-92,1,2.448266983,1.196904778,-1.251362205
4437,admired,9,The queen admired the king because,-92,0,1.731867313,1.658825636,0.073041677
4438,admonished,9,The king admonished the queen because,-32,1,2.491834402,1.951594353,-0.540240049
4439,admonished,9,The queen admonished the king because,-32,0,2.217042208,2.231747389,-0.014705181
4440,adored,9,The king adored the queen because,-74,1,2.22092247,1.221981049,-0.998941421
4441,adored,9,The queen adored the king because,-74,0,1.893147588,1.382989168,0.51015842
4442,advised,9,The king advised the queen because,-28,1,2.141909838,2.259210348,0.11730051
4443,advised,9,The queen advised the king because,-28,0,2.938701153,1.876360178,1.062340975
4444,affected,9,The king affected the queen because,29,1,2.183917522,1.925883055,-0.258034467
4445,affected,9,The queen affected the king because,29,0,2.556056738,1.652985454,0.903071284
4446,aggravated,9,The king aggravated the queen because,59,1,1.6896559,2.16557169,0.47591579
4447,aggravated,9,The queen aggravated the king because,59,0,2.502084255,1.482108712,1.019975543
4448,agitated,9,The king agitated the queen because,85,1,2.008032322,1.929211855,-0.078820467
4449,agitated,9,The queen agitated the king because,85,0,2.132039309,1.775999546,0.356039763
4450,alarmed,9,The king alarmed the queen because,58,1,1.863698244,2.232208967,0.368510723
4451,alarmed,9,The queen alarmed the king because,58,0,2.604320765,1.641823173,0.962497592
4452,alienated,9,The king alienated the queen because,41,1,1.861294389,2.057459116,0.196164727
4453,alienated,9,The queen alienated the king because,41,0,2.771377325,1.428514838,1.342862487
4454,amazed,9,The king amazed the queen because,68,1,1.69249475,1.867669344,0.175174594
4455,amazed,9,The queen amazed the king because,68,0,2.049113035,1.497359753,0.551753282
4456,amused,9,The king amused the queen because,67,1,1.75222528,1.919265747,0.167040467
4457,amused,9,The queen amused the king because,67,0,2.225423336,1.516337514,0.709085822
4458,angered,9,The king angered the queen because,85,1,1.764357924,1.96015954,0.195801616
4459,angered,9,The queen angered the king because,85,0,2.489177227,1.410920382,1.078256845
4460,annoyed,9,The king annoyed the queen because,79,1,1.772897601,1.795087576,0.022189975
4461,annoyed,9,The queen annoyed the king because,79,0,2.124103069,1.51928544,0.604817629
4462,answered,9,The king answered the queen because,-64,1,1.625146747,2.115932941,0.490786194
4463,answered,9,The queen answered the king because,-64,0,2.313806295,1.509752989,0.804053306
4464,apologized to,9,The king apologized to the queen because,93,1,1.73272872,2.273640394,0.540911674
4465,apologized to,9,The queen apologized to the king because,93,0,2.707195997,1.531605005,1.175590992
4466,appalled,9,The king appalled the queen because,78,1,1.743199229,2.069069147,0.325869918
4467,appalled,9,The queen appalled the king because,78,0,2.46985507,1.487071872,0.982783198
4468,applauded,9,The king applauded the queen because,-84,1,2.103524446,1.68376565,-0.419758796
4469,applauded,9,The queen applauded the king because,-84,0,1.934267521,1.839872479,0.094395042
4470,appreciated,9,The king appreciated the queen because,-87,1,2.153225183,1.404019475,-0.749205708
4471,appreciated,9,The queen appreciated the king because,-87,0,1.822938561,1.616405249,0.206533312
4472,approached,9,The king approached the queen because,39,1,1.489048481,2.149153709,0.660105228
4473,approached,9,The queen approached the king because,39,0,2.904928923,1.135373354,1.769555569
4474,astonished,9,The king astonished the queen because,51,1,1.657481909,1.945301175,0.287819266
4475,astonished,9,The queen astonished the king because,51,0,2.155581236,1.480044246,0.67553699
4476,astounded,9,The king astounded the queen because,62,1,1.667969346,2.102433205,0.434463859
4477,astounded,9,The queen astounded the king because,62,0,2.304029465,1.519766569,0.784262896
4478,attracted,9,The king attracted the queen because,87,1,1.725713968,1.878610611,0.152896643
4479,attracted,9,The queen attracted the king because,87,0,2.647271872,1.231411815,1.415860057
4480,avoided,9,The king avoided the queen because,14,1,1.74778831,2.040835619,0.293047309
4481,avoided,9,The queen avoided the king because,14,0,2.737558603,1.400859952,1.336698651
4482,baffled,9,The king baffled the queen because,56,1,1.8807863,1.950944185,0.070157885
4483,baffled,9,The queen baffled the king because,56,0,2.373254061,1.570939898,0.802314163
4484,banished,9,The king banished the queen because,-56,1,2.670869112,1.542497754,-1.128371358
4485,banished,9,The queen banished the king because,-56,0,2.22288847,1.812529683,0.410358787
4486,battled,9,The king battled the queen because,47,1,1.841975451,2.075343609,0.233368158
4487,battled,9,The queen battled the king because,47,0,2.83575511,1.466189742,1.369565368
4488,believed,9,The king believed the queen because,-54,1,2.3345716,1.437631011,-0.896940589
4489,believed,9,The queen believed the king because,-54,0,1.888706446,1.7377249,0.150981546
4490,betrayed,9,The king betrayed the queen because,74,1,1.459572196,2.308797836,0.84922564
4491,betrayed,9,The queen betrayed the king because,74,0,3.006287098,1.129194021,1.877093077
4492,bewildered,9,The king bewildered the queen because,49,1,1.830796599,2.100013971,0.269217372
4493,bewildered,9,The queen bewildered the king because,49,0,2.258177996,1.728086114,0.530091882
4494,blamed,9,The king blamed the queen because,-30,1,2.194550037,1.945453167,-0.24909687
4495,blamed,9,The queen blamed the king because,-30,0,2.410620213,1.927990198,0.482630015
4496,blessed,9,The king blessed the queen because,-21,1,2.204903126,1.451162457,-0.753740669
4497,blessed,9,The queen blessed the king because,-21,0,2.04099369,1.645890236,0.395103454
4498,bored,9,The king bored the queen because,73,1,1.780887008,1.623697639,-0.157189369
4499,bored,9,The queen bored the king because,73,0,1.945104718,1.516551375,0.428553343
4500,bothered,9,The king bothered the queen because,59,1,1.91313839,1.781363964,-0.131774426
4501,bothered,9,The queen bothered the king because,59,0,2.307625532,1.476319194,0.831306338
4502,called,9,The king called the queen because,82,1,2.029474497,1.647788405,-0.381686092
4503,called,9,The queen called the king because,82,0,2.012111902,1.788000822,0.22411108
4504,calmed,9,The king calmed the queen because,-53,1,2.006341934,1.890571594,-0.11577034
4505,calmed,9,The queen calmed the king because,-53,0,2.225754976,1.714275837,0.511479139
4506,calmed down,9,The king calmed down the queen because,-79,1,2.120557547,1.761490822,-0.359066725
4507,calmed down,9,The queen calmed down the king because,-79,0,2.18959403,1.680943608,0.508650422
4508,captivated,9,The king captivated the queen because,78,1,1.646629333,1.727518916,0.080889583
4509,captivated,9,The queen captivated the king because,78,0,2.699187517,1.080910563,1.618276954
4510,carried,9,The king carried the queen because,-92,1,1.919640183,1.661132455,-0.258507728
4511,carried,9,The queen carried the king because,-92,0,2.264054537,1.418131232,0.845923305
4512,castigated,9,The king castigated the queen because,-45,1,2.955994368,1.496420145,-1.459574223
4513,castigated,9,The queen castigated the king because,-45,0,2.023229599,2.208607674,-0.185378075
4514,caught,9,The king caught the queen because,-44,1,1.682834387,1.663869619,-0.018964768
4515,caught,9,The queen caught the king because,-44,0,1.917162418,1.498526454,0.418635964
4516,cautioned,9,The king cautioned the queen because,-36,1,2.672178268,2.60335207,-0.068826198
4517,cautioned,9,The queen cautioned the king because,-36,0,2.883636951,2.608189583,0.275447368
4518,celebrated,9,The king celebrated the queen because,-72,1,1.976503372,1.658525348,-0.317978024
4519,celebrated,9,The queen celebrated the king because,-72,0,2.168760777,1.612252474,0.556508303
4520,censured,9,The king censured the queen because,-58,1,3.013262749,1.373434305,-1.639828444
4521,censured,9,The queen censured the king because,-58,0,1.904364228,2.112449646,-0.208085418
4522,charmed,9,The king charmed the queen because,81,1,1.82260704,1.637955308,-0.184651732
4523,charmed,9,The queen charmed the king because,81,0,2.165158749,1.346884608,0.818274141
4524,chased,9,The king chased the queen because,-33,1,1.688902497,1.645491362,-0.043411135
4525,chased,9,The queen chased the king because,-33,0,1.99138546,1.429824948,0.561560512
4526,cheated,9,The king cheated the queen because,63,1,1.380705237,2.128304243,0.747599006
4527,cheated,9,The queen cheated the king because,63,0,2.484665394,1.244320989,1.240344405
4528,cheered,9,The king cheered the queen because,-48,1,1.918735027,1.781831384,-0.136903643
4529,cheered,9,The queen cheered the king because,-48,0,2.004574776,1.745857835,0.258716941
4530,cherished,9,The king cherished the queen because,-53,1,2.094480515,1.487571716,-0.606908799
4531,cherished,9,The queen cherished the king because,-53,0,2.090668201,1.492895126,0.597773075
4532,chilled,9,The king chilled the queen because,31,1,2.137035131,1.755591512,-0.381443619
4533,chilled,9,The queen chilled the king because,31,0,2.230207205,1.694578767,0.535628438
4534,comforted,9,The king comforted the queen because,-77,1,1.829432964,1.974261522,0.144828558
4535,comforted,9,The queen comforted the king because,-77,0,2.440696716,1.489470363,0.951226353
4536,commended,9,The king commended the queen because,-82,1,2.494236231,1.434415936,-1.059820295
4537,commended,9,The queen commended the king because,-82,0,1.821516395,2.027367353,-0.205850958
4538,compensated,9,The king compensated the queen because,16,1,1.752475023,1.974351883,0.22187686
4539,compensated,9,The queen compensated the king because,16,0,2.211338282,1.61490798,0.596430302
4540,complemented,9,The king complemented the queen because,-56,1,1.978873968,2.323708773,0.344834805
4541,complemented,9,The queen complemented the king because,-56,0,2.990615845,1.435782909,1.554832936
4542,complimented,9,The king complimented the queen because,-47,1,2.042019129,1.938818574,-0.103200555
4543,complimented,9,The queen complimented the king because,-47,0,2.172120333,1.856244683,0.31587565
